CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	bfd7090a-91af-4755-84d0-6a8108d366c9	renewable energy	3	Windkraft, Solar, Wasserkraft	2023-12-10T11:00:03Z	699	249	FALSE	1	1	1	TRUE	green technologies_positive
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	cc48315a-4778-4b53-ae5e-eb04ce0951f8	impacts	-3	NA	2023-12-10T11:00:43Z	463	324	FALSE	1	1	1	TRUE	rest_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	378c2ca4-69da-4059-a937-2fa96cd4ae0e	accumulation of extreme weather	-3	Starkregen, Überschwemmungen etc	2023-12-10T11:01:38Z	495	206	FALSE	1	1	1	TRUE	natural disaster_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	36c14f0e-dfd7-4119-9503-47636dacfce3	human habitat	-3	Unbewohnbarkeit von Regionen, die durch enorme Hitze erzeugt wird	2023-12-10T11:02:20Z	278	273	FALSE	1	1	1	TRUE	destruction of the environment_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	9cdedea0-6eed-4f5d-9161-120fbb074748	animal mortality	-3	Lebensraum von Tieren eingeschränkt, Erhitzung der Meere	2023-12-10T11:03:31Z	327	407	FALSE	1	1	1	TRUE	destruction of the environment_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	0238fbb6-47b8-4002-8bc5-842c6d83dc03	causes	10	NA	2023-12-10T11:04:14Z	676	521	FALSE	1	1	1	TRUE	scientific explanation_ambivalent
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	a5c15aa6-7f7b-4064-ba32-36adbc17fba7	co2 emissions	-3	NA	2023-12-10T11:04:32Z	843	582	FALSE	1	1	1	TRUE	scientific explanation_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	a0d4d32b-b092-4b34-a0ab-ae0bea6b0729	energy generation	10	hauptsächlich durch Kohle, Erdgas und Öl	2023-12-10T11:05:00Z	950	479	FALSE	1	1	1	TRUE	green technologies_ambivalent
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	f0f04033-5c15-4a32-91a6-2f294232632c	traffic	-3	PKWs, LKWs, Flugzeuge	2023-12-10T11:05:35Z	1020	605	FALSE	1	1	1	TRUE	man made_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	dbe68a9f-0e9c-4984-90a8-f7668f949b3b	animal husbandry	-2	NA	2023-12-10T11:06:18Z	490	590	FALSE	1	1	1	TRUE	protection of the environment_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	30f451df-c7ea-450e-9841-6cbe7f332b4d	methane emissions from cows	-3	NA	2023-12-10T11:06:38Z	608	684	FALSE	1	1	1	TRUE	scientific explanation_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	956e72c0-4939-441b-9b5d-00b147fe6127	animal feed plants	-3	Sojaanbau für Tierfutter im Regenwald	2023-12-10T11:07:07Z	349	614	FALSE	1	1	1	TRUE	industry_negative
845f9a37-d525-46da-b92f-d77518b39a01	64ef6d994d6b1f11074bdfcf	b2fb4182-0eff-4d9f-b13e-3546409748e0	co2 recovery	1	CO2 aus der Atmosphäre entnehmen	2023-12-10T11:07:55Z	825	343	FALSE	1	1	1	TRUE	protection of the environment_positive
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	e27b3f02-8f6f-4894-a6cf-3715cd97eb42	climate change	-3	negative Emotionen in Bezug auf die Zukunft unseres Planeten	2023-12-10T11:40:33Z	650	400	TRUE	0	0	0	TRUE	climate change_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	c7eced58-5979-41ef-a394-896cfcb42b8c	fear	-2	vor den klimatischen Veränderungen	2023-12-10T11:41:32Z	781	278	FALSE	1	1	1	TRUE	negative emotions_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	2ed95b77-c125-4c09-96c8-6c609e84c658	future generations	-2	wie können und werden diese Leben	2023-12-10T11:41:51Z	496	278	FALSE	1	1	1	TRUE	global dimension_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	4dd71c5d-29ee-4e18-9878-ee193e87fda9	species extinction	-3	Auswirkung auf Natur und Tierwelt	2023-12-10T11:42:41Z	470	495	FALSE	1	1	1	TRUE	destruction of the environment_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	a9f34b57-d7c6-4602-bddb-1e8a52abd115	sustainable energy	1	Gewinnung von Energie ohne fossile Brennstoffe	2023-12-10T11:44:22Z	763	545	FALSE	1	1	1	TRUE	green technologies_positive
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	e47f04cf-49ea-4a30-8aa3-65e893654295	ignorance of the people	-3	von wissenschaftlichen Belegen	2023-12-10T11:45:19Z	806	426	FALSE	1	1	1	TRUE	criticism_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	25edcd49-5d22-4a36-a955-8c0c60daaad2	technological progress	3	als Unterstützung für nachhaltigere Ressourcennutzung	2023-12-10T11:46:00Z	560	539	FALSE	1	1	1	TRUE	green technologies_positive
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	797ee107-262a-4e2f-a91a-82e85ced5348	greed	-3	Profit steht über allem	2023-12-10T11:46:32Z	964	479	FALSE	1	1	1	TRUE	rest_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	7b1ee61e-b6c8-45be-b181-fd99b80161c3	democracy	10	können alle notwendigen Maßnahmen immer demokratische Entscheidungen sein oder müssen einige auch ohne Mehrheit umgesetzt werden	2023-12-10T11:47:26Z	727	160	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	90c0f8b3-1f78-4d5f-a14c-f330b76f8296	politics	10	Was kann Politik leisten, was muss sie leisten	2023-12-10T11:47:50Z	547	161	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	8dc40a30-a4b9-4495-a0bf-b630f19d20d0	time	-2	für das Erreichen von Kipppunkten oder unumkehrbaren Veränderungen	2023-12-10T11:49:36Z	392	377	FALSE	1	1	1	TRUE	scientific explanation_negative
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	b503ed91-f727-4ccf-bb53-6710f3052abe	power and will	10	die Macht und der Wille etwas zu verändern, liegt leider oft weit auseinander	2023-12-10T11:50:10Z	630	76	FALSE	1	1	1	TRUE	politics_ambivalent
f6425716-e339-410e-9532-5bc990d91ebb	6467da9866656b457f1f35ae	26329aa9-e078-4a50-8804-ee4f2c8a654d	society	10	die Veränderung der Gesellschaft durch Migration durch Klimaflüchtlinge, steigende Meerespiegel und veränderte klimatische Bedingungen zb für den Anbau von Nahrungsmitteln stellt eine große Herausforderung für die Gesellschaften dar	2023-12-10T11:51:50Z	425	108	FALSE	1	1	1	TRUE	social consequences_ambivalent
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	50df7641-0006-402e-8ba8-f71bf2441705	climate change	0	NA	2023-12-10T11:54:18Z	650	400	TRUE	0	0	0	TRUE	climate change_neutral
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	606ddef6-03bb-424f-b1b3-ddbf2bb3fe56	consumption	10	NA	2023-12-10T11:54:26Z	825	448	FALSE	1	1	1	TRUE	environmental damaging behavior _ambivalent
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	ca6eb4ef-1d36-4ef9-9512-e77c506e3227	species extinction	-3	Die ganze Biodiversität wird unter dem Klimawandel leiden und er Mensch genauso.	2023-12-10T11:54:42Z	508	399	FALSE	1	1	1	TRUE	destruction of the environment_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	dab652d1-d61c-44e8-90b2-cdd52c7507e0	environmental protection	3	NA	2023-12-10T11:55:40Z	355	482	FALSE	1	1	1	TRUE	protection of the environment_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	11e8b631-66a2-44dd-8f83-a5f59b4a0de7	natural disaster	-3	Es werden mehr Lebewesen an Naturkatastrophen sterben.	2023-12-10T11:56:34Z	750	195	FALSE	1	1	1	TRUE	natural disaster_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	82c99a04-2c38-4b92-920d-d61512633687	politics & society	-3	Von der Politik wird nicht genug umgesetzt damit man den Klimawandel entgegenwirkt. Aber das Reflektiert den Hauptteil der Gesellschaft wieder, da ihr Augenmerk auf das liegt was sie selbst direkt bereichert.	2023-12-10T11:56:50Z	524	165	FALSE	1	1	1	TRUE	politics_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	a255a780-dc61-401b-a1c8-51f25c0874f9	rethinking	3	Der Klimawandel bringt einen dazu über das eigene Verhalten nachzudenken und zu reflektieren.	2023-12-10T12:03:38Z	302	191	FALSE	1	1	1	TRUE	environmental consciousness_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	73fdc893-ae8e-4096-b6d1-6ba83f6f9e9a	uncertainty	-2	NA	2023-12-10T12:05:34Z	947	199	FALSE	1	1	1	TRUE	negative emotions_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	88b01c46-41a4-4218-868e-8455bac362ab	meaning of life	2	NA	2023-12-10T12:06:47Z	168	397	FALSE	1	1	1	TRUE	rest_positive
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	f3951e6a-5183-4b60-9019-16f71aca348a	consumer goods	10	NA	2023-12-10T12:06:59Z	947	577	FALSE	1	1	1	TRUE	industry_ambivalent
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	05f4d988-faf5-4065-a084-d1be69e7b0ab	resource scarcity	-3	NA	2023-12-10T12:07:19Z	843	336	FALSE	1	1	1	TRUE	scarcity_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	5abc72c6-3902-4a4f-b677-be20a7cbaec0	fear	-3	NA	2023-12-10T12:07:45Z	1064	318	FALSE	1	1	1	TRUE	negative emotions_negative
8006c680-19c4-47ba-96bd-2d33b319a5de	63c658437791ac7be49f06e9	6db1de6f-a972-4121-9316-f8fa0dacfe8f	starting families	10	NA	2023-12-10T12:07:46Z	1084	156	FALSE	1	1	1	TRUE	future_ambivalent
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	91b0ecbe-a7e0-4a9e-8b31-43feaac2a3b1	climate change	-2	NA	2023-12-10T12:07:44Z	650	400	TRUE	0	0	0	TRUE	climate change_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	93b829c6-1bbf-40d5-8354-c18b7de31fdc	environmental disasters	-2	NA	2023-12-10T12:08:49Z	859	384	FALSE	1	1	1	TRUE	natural disaster_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	435a3e71-c5cc-4774-9602-60e037b1a91a	global warming	-3	Insbesondere steigende und stärker schwankende Temperaturen.	2023-12-10T12:09:26Z	467	411	FALSE	1	1	1	TRUE	global warming_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	2bc6dc1f-e00f-4db0-a39e-c8d572b5db19	melting glaciers	-3	NA	2023-12-10T12:10:50Z	365	643	FALSE	1	1	1	TRUE	global warming_negative
3b8c1c8c-2179-4cc7-887d-2b4cc9a1f7fb	6536973604f263f3c70495bf	df9336d9-34d1-496c-89e0-17e4c71e7b30	rising sea levels	-3	NA	2023-12-10T12:11:05Z	209	720	FALSE	1	1	1	TRUE	rising sea level_negative
